squareMeters,rooms,latitude,longitude,centreDistance,poiCount,price,date,hasParkingSpace_no,hasParkingSpace_yes,hasBalcony_no,hasBalcony_yes,hasBalcony_no,hasBalcony_yes,hasBalcony_no,hasBalcony_yes,hasSecurity_no,hasSecurity_yes,hasStorageRoom_no,hasStorageRoom_yes
50.0,2.0,52.1992577,21.0126829,3.66,28.0,3000,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
41.0,2.0,52.1823572,20.9936573,5.53,18.0,4400,December 2023,0,1,1,0,1,0,1,0,1,0,1,0
54.0,3.0,52.2108885,21.0085384,2.34,7.0,2950,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
59.9,2.0,52.2435954,20.9667242,2.83,19.0,3400,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
45.8,3.0,52.2859427,20.9408748,7.39,18.0,2900,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
30.0,2.0,52.2296756,21.0122287,0.63,113.0,2800,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
65.0,3.0,52.146447,21.061175,10.26,14.0,3200,December 2023,1,0,0,1,0,1,0,1,0,1,1,0
51.0,2.0,52.16102,20.98921,7.92,10.0,4700,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
70.0,3.0,52.22794,20.95852,3.1,11.0,5000,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
58.0,2.0,52.18416,21.04519,6.0,6.0,4400,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
72.0,3.0,52.2396635441901,20.8999335059339,7.11,25.0,3750,December 2023,0,1,0,1,0,1,0,1,0,1,0,1
40.31,2.0,52.2413,20.9183,5.9,12.0,3000,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
40.0,2.0,52.2304,21.10181,6.69,16.0,3100,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
51.0,3.0,52.24223,20.89612,7.41,14.0,4900,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
66.0,4.0,52.1407066046356,21.053431363071,10.68,31.0,4500,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
38.0,2.0,52.2309283,21.0562752,3.59,50.0,2900,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
46.0,2.0,52.18539,20.99885,5.16,23.0,4000,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
35.0,1.0,52.17647,20.99755,6.16,32.0,2700,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
42.0,2.0,52.2337,20.93035,4.99,11.0,4000,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
51.0,2.0,52.2467852,21.014601,1.84,76.0,3000,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
37.08,2.0,52.23609785,20.94375289,4.1,26.0,2700,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
33.0,2.0,52.2077,21.015,2.78,27.0,2600,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
53.0,2.0,52.1561298,21.1116284,11.18,0.0,4000,December 2023,0,1,1,0,1,0,1,0,0,1,1,0
36.0,2.0,52.3294,20.94123,11.66,23.0,4200,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
35.0,2.0,52.2078,20.89278,8.0,6.0,2900,December 2023,1,0,1,0,1,0,1,0,0,1,1,0
86.3,4.0,52.225,21.07365,4.83,12.0,6000,December 2023,1,0,0,1,0,1,0,1,0,1,1,0
54.0,2.0,52.15746,21.0831,9.88,11.0,3500,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
57.0,3.0,52.19,21.0043,4.64,24.0,5000,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
80.0,3.0,52.24415,20.96572,2.92,18.0,5000,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
44.0,2.0,52.22515,21.0359,2.32,24.0,4500,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
46.0,2.0,52.23557,20.89327,7.52,15.0,3900,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
74.0,3.0,52.29242,20.93838,8.08,22.0,6000,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
62.5,3.0,52.1930277,21.04958918,5.32,5.0,3999,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
42.0,2.0,52.24102,21.02682,1.89,42.0,5900,December 2023,1,0,1,0,1,0,1,0,0,1,1,0
42.0,2.0,52.203152,20.9261754,6.15,9.0,3300,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
36.0,2.0,52.2392844,21.028744,1.91,43.0,6000,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
73.0,3.0,52.23024401,20.88806748,7.87,12.0,4800,December 2023,1,0,0,1,0,1,0,1,0,1,1,0
65.0,3.0,52.28022,20.91972,7.85,8.0,3700,December 2023,1,0,1,0,1,0,1,0,0,1,1,0
90.0,3.0,52.26686,20.97279,4.43,20.0,5800,December 2023,1,0,0,1,0,1,0,1,1,0,0,1
103.0,4.0,52.20424032,21.01613331,3.17,40.0,5800,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
74.0,3.0,52.259976,20.967042,4.01,37.0,8500,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
34.0,1.0,52.1650403980098,20.992625054546,7.45,12.0,3000,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
47.4,2.0,52.26271,20.99344,3.51,36.0,3600,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
65.0,3.0,52.2080628,21.06183847,4.76,14.0,6900,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
51.7,3.0,52.2422,20.8961,7.41,14.0,4900,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
84.0,3.0,52.2347408,20.9850027,1.31,67.0,11000,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
31.0,1.0,52.2466844123776,21.070812913351,4.87,22.0,3000,December 2023,0,1,0,1,0,1,0,1,0,1,1,0
42.95,2.0,52.2430329,20.9978011,1.32,61.0,4450,December 2023,1,0,1,0,1,0,1,0,1,0,0,1
74.0,3.0,52.1516,21.0037,8.91,1.0,6315,December 2023,0,1,0,1,0,1,0,1,0,1,1,0
40.0,2.0,52.201715,20.941229,5.4,4.0,3600,December 2023,0,1,1,0,1,0,1,0,1,0,1,0
51.0,2.0,52.27901275,21.02485618,5.46,3.0,3300,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
48.0,2.0,52.2635,21.04491,4.52,14.0,3750,December 2023,0,1,0,1,0,1,0,1,0,1,1,0
109.9,4.0,52.19266,20.98918,4.45,20.0,6500,December 2023,1,0,0,1,0,1,0,1,0,1,1,0
48.32,2.0,52.198482,21.0447334,4.64,9.0,4500,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
43.0,2.0,52.228,21.0883,5.79,19.0,2700,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
110.0,4.0,52.13785,21.02912,10.58,3.0,5990,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
80.0,3.0,52.24443,20.96249,3.13,20.0,5000,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
75.0,3.0,52.16007,21.07025,9.17,23.0,6300,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
50.18,2.0,52.1283821,21.0712297,12.38,24.0,5000,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
105.0,5.0,52.24102,21.0268,1.89,42.0,18425,December 2023,1,0,0,1,0,1,0,1,0,1,1,0
60.0,4.0,52.20104,20.96586,4.27,13.0,5300,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
56.0,3.0,52.29591,20.93976,8.36,9.0,3300,December 2023,1,0,0,1,0,1,0,1,1,0,0,1
46.0,2.0,52.2698164219307,21.0540059505679,5.45,16.0,3000,December 2023,1,0,0,1,0,1,0,1,1,0,0,1
150.0,6.0,52.18421,21.03058,5.59,11.0,12000,December 2023,1,0,0,1,0,1,0,1,1,0,0,1
59.56,3.0,52.1852939,21.0519269,6.12,15.0,5000,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
50.0,2.0,52.2216197,21.0188526,1.53,86.0,4400,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
65.0,3.0,52.230842,20.977917,1.75,28.0,4400,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
96.0,4.0,52.23321,20.93303,4.81,15.0,5800,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
108.0,4.0,52.32226,21.07418,11.16,5.0,6500,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
52.0,2.0,52.16047,21.07848,9.43,29.0,4500,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
39.0,2.0,52.287428572915,21.0420368226641,6.73,12.0,3300,December 2023,1,0,0,1,0,1,0,1,1,0,0,1
60.0,3.0,52.1811,20.9896,5.71,11.0,5900,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
66.0,3.0,52.24574,20.96052,3.32,22.0,7100,December 2023,0,1,0,1,0,1,0,1,0,1,1,0
51.0,2.0,52.22588,21.02221,1.43,64.0,7000,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
105.0,4.0,52.2111,20.95749,3.89,15.0,7900,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
47.5,2.0,52.234392,21.109586,7.23,15.0,3500,December 2023,1,0,0,1,0,1,0,1,1,0,0,1
81.0,3.0,52.2376832,20.9657996,2.66,39.0,5500,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
72.0,3.0,52.2502507,20.9953916,2.14,52.0,9000,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
56.0,2.0,52.22900009,21.10099983,6.64,18.0,3900,December 2023,0,1,1,0,1,0,1,0,1,0,1,0
43.0,2.0,52.1945899,21.00199,4.13,25.0,3000,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
40.5,2.0,52.18462,20.99499,5.27,19.0,4300,December 2023,1,0,0,1,0,1,0,1,0,1,1,0
74.0,3.0,52.27861,20.98436,5.38,2.0,5000,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
43.0,2.0,52.1767834,20.9922443,6.16,19.0,3250,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
42.5,2.0,52.2373601,21.0260878,1.66,63.0,3500,December 2023,0,1,0,1,0,1,0,1,1,0,0,1
90.0,3.0,52.17118,21.07209,8.19,13.0,4700,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
58.0,2.0,52.2498417,21.0282339,2.62,14.0,3600,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
37.12,2.0,52.20461,21.01294,3.08,28.0,2700,December 2023,1,0,1,0,1,0,1,0,1,0,0,1
130.0,5.0,52.15856,21.07696,9.55,19.0,14000,December 2023,1,0,0,1,0,1,0,1,0,1,1,0
34.0,1.0,52.1904,21.0171,4.69,22.0,3000,December 2023,0,1,1,0,1,0,1,0,1,0,1,0
30.0,1.0,52.20593,21.0329,3.49,20.0,2500,December 2023,1,0,1,0,1,0,1,0,0,1,1,0
64.0,2.0,52.2084220838858,20.9178492950651,6.39,11.0,3800,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
60.0,4.0,52.2596806,21.0268944,3.49,35.0,3950,December 2023,1,0,0,1,0,1,0,1,1,0,0,1
42.0,2.0,52.2084220838858,20.9178492950651,6.39,11.0,2950,December 2023,0,1,1,0,1,0,1,0,1,0,1,0
51.0,2.0,52.1765,20.9936,6.18,24.0,4400,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
39.0,2.0,52.22749,20.95576,3.29,14.0,4950,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
45.0,2.0,52.1833,21.0071,5.39,21.0,4500,December 2023,0,1,0,1,0,1,0,1,1,0,0,1
75.0,3.0,52.2437175,20.9230537,5.64,3.0,4700,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
40.3,2.0,52.238634,21.002978,0.77,51.0,4280,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
35.0,2.0,52.2009358,20.8914968,8.37,11.0,2700,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
40.0,2.0,52.2290998,20.9151739,6.03,19.0,3200,December 2023,1,0,0,1,0,1,0,1,0,1,0,1
70.0,3.0,52.2248162,21.08542687,5.63,21.0,3500,December 2023,1,0,0,1,0,1,0,1,1,0,0,1
80.0,3.0,52.24593,20.99178,1.77,37.0,4900,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
45.0,2.0,52.1764,20.9944,6.18,31.0,4000,December 2023,0,1,0,1,0,1,0,1,0,1,1,0
45.0,2.0,52.1764,20.9944,6.18,31.0,4000,December 2023,0,1,0,1,0,1,0,1,0,1,1,0
68.0,3.0,52.1992992,20.9086842,7.4,5.0,3900,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
75.0,3.0,52.1601,21.0703,9.17,23.0,7800,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
48.5,2.0,52.3358999,20.9412903,12.34,10.0,2500,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
56.0,3.0,52.25423,21.04936,4.0,35.0,3000,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
90.0,4.0,52.1378544,21.0291229,10.58,3.0,7900,December 2023,0,1,0,1,0,1,0,1,1,0,0,1
48.0,2.0,52.20261,21.03741,3.97,23.0,4600,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
47.0,2.0,52.19734,20.93966,5.79,2.0,4500,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
40.0,2.0,52.18551,20.99438,5.18,18.0,4300,December 2023,1,0,1,0,1,0,1,0,0,1,1,0
43.6,2.0,52.19764,20.90633,7.63,8.0,3100,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
75.0,3.0,52.2252343,21.03809506,2.46,22.0,8500,December 2023,0,1,1,0,1,0,1,0,1,0,1,0
44.0,2.0,52.27370145,20.93007564,6.84,19.0,3500,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
105.0,3.0,52.12173,21.11741,14.49,0.0,16000,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
44.0,2.0,52.17535291,20.99026703,6.33,15.0,4000,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
34.0,2.0,52.2452495,20.9908202,1.74,42.0,2500,December 2023,0,1,0,1,0,1,0,1,1,0,0,1
52.0,3.0,52.2322728,20.9877812,1.08,66.0,3900,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
124.0,6.0,52.226772,21.0360742,2.28,22.0,13500,December 2023,0,1,1,0,1,0,1,0,1,0,1,0
70.0,3.0,52.18482,20.99727,5.23,21.0,7000,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
39.0,2.0,52.22602,20.95643,3.27,12.0,5000,December 2023,0,1,1,0,1,0,1,0,1,0,1,0
65.0,3.0,52.25524,20.98722,2.84,39.0,5000,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
55.0,2.0,52.2689,21.04046,4.84,10.0,4000,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
69.0,3.0,52.15226,21.04405,9.26,20.0,4000,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
59.0,3.0,52.2315,21.0864,5.64,15.0,4000,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
57.0,2.0,52.1876,21.0532,5.96,14.0,4100,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
47.5,2.0,52.15721,21.07204,9.51,21.0,3500,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
100.0,3.0,52.2006,21.0295,3.88,24.0,8000,December 2023,0,1,0,1,0,1,0,1,1,0,0,1
45.5,2.0,52.26894,21.01926,4.28,0.0,4500,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
66.0,3.0,52.24483,20.96219,3.17,17.0,7100,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
41.0,2.0,52.16261,20.9925907,7.72,11.0,3000,December 2023,0,1,1,0,1,0,1,0,1,0,1,0
88.0,3.0,52.155069,21.080622,10.01,8.0,7500,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
27.0,1.0,52.2431316690453,20.9608817220624,3.17,18.0,2500,December 2023,1,0,0,1,0,1,0,1,1,0,0,1
32.0,2.0,52.28479,20.97288,6.26,20.0,2700,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
68.0,3.0,52.2755,20.91505,7.75,9.0,3900,December 2023,1,0,0,1,0,1,0,1,0,1,1,0
62.0,2.0,52.2425,20.982,1.9,34.0,4900,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
42.0,2.0,52.3345632,20.9370555,12.3,14.0,2500,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
50.0,2.0,52.25025,20.99539,2.13,52.0,5800,December 2023,0,1,0,1,0,1,0,1,1,0,0,1
43.0,2.0,52.19284295,20.93124652,6.55,2.0,4000,December 2023,0,1,1,0,1,0,1,0,1,0,1,0
74.0,4.0,52.32815,20.94323,11.48,24.0,5200,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
32.0,2.0,52.2261,20.95726,3.21,10.0,4200,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
49.32,2.0,52.16231615,20.99246284,7.75,11.0,4300,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
140.0,6.0,52.1705611,21.06660465,8.04,12.0,11325,December 2023,0,1,0,1,0,1,0,1,1,0,0,1
90.0,3.0,52.222658,21.0198321,1.5,81.0,9000,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
34.0,2.0,52.18406,21.00806,5.31,19.0,3339,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
97.0,4.0,52.25951,21.15985,11.08,11.0,7500,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
110.0,4.0,52.1428,21.0357,10.13,13.0,7500,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
74.0,3.0,52.2342,21.0996,6.55,22.0,5500,December 2023,0,1,0,1,0,1,0,1,0,1,1,0
33.0,1.0,52.18249,20.99298,5.52,17.0,5000,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
88.0,3.0,52.1605,21.0785,9.42,29.0,7900,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
104.0,3.0,52.23908,21.0207,1.43,62.0,9900,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
35.1,2.0,52.194157,21.0346955,4.68,4.0,4000,December 2023,1,0,1,0,1,0,1,0,1,0,0,1
68.0,3.0,52.2661774,21.04068715,4.59,10.0,4700,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
80.0,4.0,52.2934833,21.05701307,7.77,17.0,4560,December 2023,0,1,1,0,1,0,1,0,1,0,1,0
76.0,4.0,52.23535,21.01502,0.88,119.0,6500,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
81.0,3.0,52.24362,20.96295,3.07,19.0,6000,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
63.0,2.0,52.24066,20.90964,6.47,17.0,4000,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
87.0,4.0,52.16605,21.01533,7.35,3.0,5800,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
46.0,2.0,52.3289879,21.0076793,10.82,0.0,3000,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
72.38,3.0,52.2377,21.05508,3.57,30.0,5500,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
71.5,4.0,52.20272,20.95238,4.75,9.0,4300,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
60.0,2.0,52.185112131629,21.0190590288013,5.29,17.0,3000,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
46.0,2.0,52.234,21.1125,7.42,12.0,2900,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
34.0,1.0,52.19834,21.01488,3.79,28.0,2400,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
42.0,2.0,52.1428299,21.0535601,10.45,33.0,3150,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
48.0,2.0,52.2746,20.9589,5.66,21.0,2900,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
50.0,2.0,52.33365686,20.93731315,12.2,16.0,3500,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
50.0,3.0,52.19336824,20.93772787,6.19,0.0,5500,December 2023,0,1,0,1,0,1,0,1,1,0,0,1
30.0,1.0,52.1910091948973,20.9995312962601,4.53,23.0,2600,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
48.3,2.0,52.21927,21.01506,1.59,70.0,4500,December 2023,1,0,1,0,1,0,1,0,1,0,0,1
35.0,1.0,52.236075,21.050546,3.24,29.0,2600,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
35.0,1.0,52.1363,21.0497,11.07,15.0,2400,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
35.0,1.0,52.13656235,21.0502758,11.05,15.0,2400,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
50.0,2.0,52.148158894736,21.0373620673246,9.57,19.0,3200,December 2023,0,1,0,1,0,1,0,1,0,1,1,0
50.0,2.0,52.1789,21.0283,6.11,13.0,3900,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
40.0,2.0,52.1812162,21.0283914,5.86,15.0,2900,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
45.0,2.0,52.2332144,20.9687389,2.38,36.0,3800,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
90.0,3.0,52.208901,21.0031538,2.54,12.0,7000,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
68.0,3.0,52.2252488,21.08447764,5.56,19.0,5900,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
57.0,2.0,52.1939,21.0139,4.26,26.0,4900,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
51.0,2.0,52.20524,21.04701,4.17,17.0,4440,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
51.0,2.0,52.1379,21.0291,10.58,4.0,4700,December 2023,0,1,0,1,0,1,0,1,0,1,1,0
25.0,1.0,52.194157,21.0346955,4.68,4.0,3700,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
40.0,2.0,52.2981618220722,21.0376731128144,7.74,17.0,2950,December 2023,0,1,0,1,0,1,0,1,1,0,0,1
87.0,4.0,52.16605,21.01533,7.35,3.0,5500,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
61.6,3.0,52.2002,20.8738,9.51,4.0,4000,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
55.0,2.0,52.148158894736,21.037362067325,9.57,19.0,3200,December 2023,0,1,1,0,1,0,1,0,0,1,0,1
94.0,4.0,52.1599204,21.0732988,9.29,23.0,10200,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
75.0,3.0,52.2359298,21.0502111,3.21,27.0,7900,December 2023,0,1,1,0,1,0,1,0,1,0,1,0
80.0,3.0,52.2078,20.9648,3.75,13.0,5900,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
73.0,3.0,52.2964555032251,21.0510218333811,7.89,17.0,4000,December 2023,0,1,0,1,0,1,0,1,0,1,1,0
38.0,2.0,52.2753708,20.9607786,5.66,16.0,3700,December 2023,1,0,1,0,1,0,1,0,0,1,1,0
27.42,1.0,52.25872,21.0425,4.01,33.0,2500,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
50.02,2.0,52.2508458,20.9781684,2.74,18.0,3900,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
40.0,2.0,52.20715,21.02361,3.05,32.0,4500,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
40.0,2.0,52.18462,20.99499,5.27,19.0,4200,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
35.0,1.0,52.25638889,21.03555556,3.5,45.0,2900,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
42.0,2.0,52.2296756,21.0122287,0.63,113.0,3500,December 2023,0,1,1,0,1,0,1,0,1,0,0,1
50.0,2.0,52.17894,21.02828,6.11,13.0,3900,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
50.0,3.0,52.2197,20.88944,7.89,1.0,3500,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
88.0,3.0,52.2374,21.0295,1.88,44.0,14000,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
36.0,3.0,52.1844152,20.9976004,5.27,19.0,4300,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
27.0,2.0,52.1844152,20.9976004,5.27,19.0,3850,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
40.0,2.0,52.2522,21.0001,2.29,27.0,4200,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
48.0,2.0,52.2349,21.0056,0.38,66.0,3600,December 2023,0,1,1,0,1,0,1,0,1,0,1,0
96.0,4.0,52.17616109,21.06579551,7.49,15.0,7500,December 2023,0,1,0,1,0,1,0,1,0,1,1,0
42.0,2.0,52.3203,20.95826,10.32,8.0,2500,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
46.0,2.0,52.22038,21.01941,1.66,68.0,3000,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
39.5,2.0,52.2608571336493,20.9595534804156,4.41,18.0,2900,December 2023,0,1,0,1,0,1,0,1,0,1,0,1
39.5,2.0,52.2449334,20.9907773,1.71,44.0,3300,December 2023,0,1,1,0,1,0,1,0,1,0,1,0
75.0,4.0,52.23176,20.97355,2.04,44.0,6500,December 2023,1,0,0,1,0,1,0,1,0,1,1,0
60.0,2.0,52.24692,20.96434,3.16,14.0,4950,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
54.0,2.0,52.1554401,21.0159394,8.52,7.0,3000,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
62.0,3.0,52.1823544,21.0560678,6.55,16.0,3500,December 2023,1,0,0,1,0,1,0,1,1,0,0,1
60.0,2.0,52.23066,21.01739,0.95,131.0,2950,December 2023,1,0,1,0,1,0,1,0,0,1,1,0
33.3,1.0,52.24491,20.96333,3.11,16.0,2500,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
47.0,2.0,52.2801,20.9194,7.86,8.0,3500,December 2023,0,1,0,1,0,1,0,1,0,1,1,0
42.0,2.0,52.21097245,20.97544253,3.0,23.0,2950,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
37.0,2.0,52.2391438,21.0099123,0.93,43.0,3500,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
70.0,3.0,52.2314359,21.0208586,1.18,105.0,5000,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
52.0,3.0,52.24197,20.89634,7.39,15.0,4700,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
39.0,2.0,52.22787,20.88593,8.02,6.0,4000,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
88.0,3.0,52.24314818,21.02539444,1.96,30.0,12800,December 2023,0,1,1,0,1,0,1,0,1,0,1,0
43.0,2.0,52.19455,20.98346,4.35,15.0,3900,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
62.0,2.0,52.25654,20.93227,5.58,9.0,3800,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
80.0,3.0,52.25447,20.99525,2.59,50.0,7500,December 2023,1,0,0,1,0,1,0,1,0,1,1,0
30.0,2.0,52.1788657289398,20.9930951201315,5.92,15.0,3100,December 2023,0,1,0,1,0,1,0,1,1,0,1,0
54.0,2.0,52.2385454,21.0291512,1.9,42.0,3900,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
40.0,2.0,52.20292,21.0244,3.5,32.0,4500,December 2023,1,0,1,0,1,0,1,0,1,0,1,0
60.0,3.0,52.23939,20.93328,4.86,17.0,4350,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
49.47,2.0,52.275537,20.963588,5.58,18.0,5100,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
46.0,3.0,52.2711562,20.9888369,4.5,21.0,3500,December 2023,0,1,1,0,1,0,1,0,1,0,1,0
75.0,3.0,52.22574526,21.0416222,2.68,16.0,8500,December 2023,1,0,0,1,0,1,0,1,1,0,1,0
