squareMeters,rooms,latitude,longitude,centreDistance,poiCount,price,date,hasParkingSpace_no,hasParkingSpace_yes,hasBalcony_no,hasBalcony_yes,hasBalcony_no,hasBalcony_yes,hasBalcony_no,hasBalcony_yes,hasSecurity_no,hasSecurity_yes,hasStorageRoom_no,hasStorageRoom_yes
45.5,2.0,52.16828,21.07497,8.57,16.0,2500,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
147.0,6.0,52.13775,21.02211,10.52,8.0,7800,November 2023,0,1,0,1,0,1,0,1,0,1,1,0
87.0,4.0,52.19932,20.90731,7.48,5.0,4400,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
75.0,3.0,52.23404,20.97703,1.83,34.0,12000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
90.0,3.0,52.2094007,20.9085865,6.93,12.0,5000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
55.15,2.0,52.19136,21.01679,4.58,23.0,4000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
120.0,4.0,52.28638,21.06236,7.28,6.0,7000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
48.9,2.0,52.24028,21.10472,6.95,33.0,3200,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
62.0,3.0,52.2372,20.90905,6.46,18.0,4000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
47.0,2.0,52.2645336,20.97883682,4.02,30.0,3000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
50.0,2.0,52.1289006,21.0733687,12.38,22.0,4900,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
70.0,3.0,52.2068226,20.928451,5.82,9.0,4200,November 2023,0,1,0,1,0,1,0,1,0,1,1,0
30.0,1.0,52.22046,21.02109,1.73,65.0,3150,November 2023,1,0,1,0,1,0,1,0,1,0,0,1
127.0,5.0,52.23736,21.13067,8.68,5.0,8000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
103.0,3.0,52.25537,20.97664,3.21,16.0,7500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
49.0,2.0,52.2603756,20.9902101,3.31,34.0,3800,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
64.0,3.0,52.25915,20.93625,5.51,8.0,4300,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
95.0,4.0,52.24289,20.99998,1.27,42.0,6200,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
75.0,3.0,52.1860735,21.0647583,6.57,17.0,6500,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
75.0,3.0,52.1860735,21.0647583,6.57,17.0,6500,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
39.9,2.0,52.22587,20.94659,3.93,30.0,3600,November 2023,1,0,0,1,0,1,0,1,0,1,1,0
33.0,2.0,52.14247,21.06501,10.77,20.0,3500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
36.0,2.0,52.14247,21.06501,10.77,20.0,3900,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
71.0,3.0,52.22130375,20.95758956,3.34,3.0,5000,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
118.0,4.0,52.2399518,21.0240861,1.67,57.0,14500,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
63.0,2.0,52.1977699,20.98792076,3.92,12.0,4000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
80.0,3.0,52.23211,20.9868,1.14,64.0,5500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
40.0,2.0,52.20571,20.88158,8.8,11.0,3400,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
61.0,3.0,52.22711,20.98223,1.54,20.0,7000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
55.0,2.0,52.23521,20.9784,1.76,38.0,5000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
54.0,2.0,52.2321748,21.0142355,0.73,123.0,6800,November 2023,0,1,0,1,0,1,0,1,1,0,0,1
45.0,2.0,52.22635,21.01827,1.17,110.0,7000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
43.0,2.0,52.24774,21.01373,1.91,82.0,5499,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
49.64,2.0,52.23808286,20.89459705,7.45,16.0,2800,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
70.0,2.0,52.22281,21.02361,1.69,55.0,7500,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
130.0,4.0,52.233104,20.9912031,0.86,87.0,9900,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
40.0,2.0,52.2008,20.93626,5.73,6.0,4299,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
35.0,2.0,52.21931,21.02141,1.84,54.0,3600,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
40.0,2.0,52.25055,21.00017,2.11,21.0,4500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
35.0,2.0,52.22104,21.0217,1.71,63.0,4200,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
38.24,2.0,52.23644,21.02742,1.71,52.0,3050,November 2023,1,0,1,0,1,0,1,0,1,0,0,1
74.0,3.0,52.2021626,21.0462698,4.39,14.0,5500,November 2023,1,0,0,1,0,1,0,1,0,1,1,0
61.0,3.0,52.230842,20.977917,1.75,28.0,4700,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
84.0,3.0,52.2292961,21.02454801,1.45,37.0,9000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
50.0,2.0,52.2322,21.0144,0.74,123.0,4900,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
50.0,2.0,52.2273,21.03391,2.12,20.0,4500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
80.0,3.0,52.23499,20.96834,2.43,37.0,6700,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
140.0,4.0,52.1792361,21.0440582,6.45,11.0,9500,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
81.0,4.0,52.32211,21.05595,10.66,15.0,4200,November 2023,1,0,0,1,0,1,0,1,0,1,1,0
33.0,1.0,52.21900705,20.98927796,1.72,28.0,2490,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
55.0,2.0,52.19569,20.90707,7.7,9.0,3350,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
53.32,3.0,52.18203,21.01083,5.55,14.0,2950,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
114.0,4.0,52.24027,21.00008,0.98,56.0,7500,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
80.0,3.0,52.2448832,21.0659969,4.5,17.0,8000,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
28.0,1.0,52.2341,20.979,1.69,41.0,3000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
62.06,3.0,52.3217811,20.96277,10.39,14.0,4500,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
75.0,4.0,52.2168,21.0218,2.07,47.0,6000,November 2023,1,0,1,0,1,0,1,0,0,1,0,1
93.0,3.0,52.18301,21.02569,5.62,22.0,5500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
90.8,3.0,52.16924,21.01919,7.03,4.0,8800,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
93.0,3.0,52.1819454,21.02634075,5.75,20.0,5500,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
80.0,3.0,52.23992,21.09953,6.6,33.0,9000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
50.0,2.0,52.19569,20.90707,7.7,9.0,3290,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
50.0,2.0,52.19569,20.90707,7.7,9.0,3390,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
37.9,2.0,52.2953164,21.0448237,7.61,21.0,2650,November 2023,1,0,0,1,0,1,0,1,1,0,0,1
142.0,5.0,52.13114198,21.06170034,11.86,50.0,7990,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
74.0,4.0,52.2247073,21.0376757,2.45,23.0,6900,November 2023,1,0,0,1,0,1,0,1,0,1,0,1
56.0,2.0,52.23788,21.02714,1.75,52.0,4500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
88.0,3.0,52.1602341,21.0795666,9.49,28.0,9000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
100.0,4.0,52.19481,21.06275,5.75,6.0,9900,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
90.0,3.0,52.16087,21.07842,9.39,31.0,9000,November 2023,0,1,0,1,0,1,0,1,0,1,1,0
34.0,2.0,52.2273,20.95323,3.46,22.0,4500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
27.2,2.0,52.23553,20.99075,0.97,83.0,2900,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
109.0,5.0,52.194157,21.0346955,4.68,4.0,13000,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
33.0,2.0,52.2365007,21.0208711,1.29,82.0,3600,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
75.0,3.0,52.1811,20.9896,5.71,11.0,6000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
50.15,2.0,52.13325,21.08047,12.14,9.0,3200,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
81.0,3.0,52.2135765,21.02167608,2.36,27.0,8499,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
57.0,2.0,52.176274,21.000667,6.17,24.0,3799,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
46.0,2.0,52.22347,21.01894,1.39,94.0,5000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
80.0,3.0,52.2453187,21.0645976,4.42,13.0,10300,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
51.13,2.0,52.2590114,20.9359579,5.51,8.0,3100,November 2023,0,1,0,1,0,1,0,1,0,1,1,0
118.0,4.0,52.24002,20.99994,0.96,56.0,9000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
78.0,3.0,52.194157,21.0346955,4.68,4.0,6500,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
92.0,3.0,52.18174,21.02638,5.77,20.0,5500,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
93.0,3.0,52.18137,21.02445,5.78,21.0,5499,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
93.0,3.0,52.1819359,21.02621097,5.75,20.0,6150,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
140.0,4.0,52.18627,21.03003,5.37,9.0,12000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
58.0,3.0,52.23221,21.05949,3.81,54.0,5700,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
73.0,3.0,52.2258,21.03483,2.23,26.0,4500,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
58.0,2.0,52.19032,20.98848,4.72,17.0,3900,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
87.0,4.0,52.21767,20.98626,1.96,31.0,5900,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
38.0,2.0,52.2578398,20.9801853,3.31,24.0,3900,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
31.0,1.0,52.24504,21.01657,1.73,43.0,2500,November 2023,1,0,1,0,1,0,1,0,1,0,0,1
31.0,2.0,52.2261,20.95683,3.24,10.0,4199,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
47.0,2.0,52.169418,20.9970152,6.94,14.0,4000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
126.0,4.0,52.206864,20.954589,4.33,7.0,8000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
78.0,3.0,52.226473,21.1069224,7.06,11.0,4000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
48.0,2.0,52.24725,21.01014,1.78,94.0,4500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
55.6,3.0,52.17027853,20.99031544,6.89,11.0,4000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
57.0,3.0,52.194157,21.0346955,4.68,4.0,6000,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
54.46,3.0,52.1933846,20.9417036,5.99,0.0,5000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
44.0,2.0,52.2296756,21.0122287,0.63,113.0,3900,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
58.0,2.0,52.18120815,21.01749236,5.7,19.0,3299,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
118.0,5.0,52.2790045,20.98516444,5.41,2.0,10500,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
93.0,3.0,52.19677032,20.99281311,3.95,9.0,8500,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
90.8,3.0,52.16924,21.01919,7.03,4.0,8800,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
98.0,3.0,52.20293,21.0046,3.2,19.0,7500,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
81.0,4.0,52.24414,21.01144,1.48,60.0,6500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
74.0,4.0,52.2418924,21.0270329,1.96,37.0,10000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
78.0,3.0,52.24072,21.02583,1.82,50.0,7800,November 2023,1,0,1,0,1,0,1,0,1,0,0,1
96.0,3.0,52.2058,21.0078,2.9,21.0,5900,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
45.0,2.0,52.194157,21.0346955,4.68,4.0,4000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
37.4,2.0,52.24341,20.96152,3.14,19.0,3000,November 2023,1,0,0,1,0,1,0,1,0,1,1,0
48.0,2.0,52.2608047,21.0423907,4.18,18.0,4000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
41.65,2.0,52.2208,20.8892,7.88,0.0,3450,November 2023,0,1,1,0,1,0,1,0,0,1,1,0
89.0,3.0,52.2373515,21.0546808,3.54,33.0,7000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
40.0,2.0,52.2252095,20.9786232,1.85,20.0,6200,November 2023,0,1,0,1,0,1,0,1,0,1,1,0
66.0,3.0,52.27204,20.98438,4.67,32.0,3900,November 2023,1,0,1,0,1,0,1,0,0,1,1,0
89.87,3.0,52.2261486,21.013761,0.93,126.0,8000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
118.0,4.0,52.23364,21.03685,2.28,19.0,12500,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
90.0,3.0,52.2254609,21.039203,2.53,24.0,14000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
137.94,5.0,52.3066,20.99184,8.37,10.0,11500,November 2023,1,0,0,1,0,1,0,1,0,1,1,0
92.0,3.0,52.19915,21.01218,3.67,28.0,7300,November 2023,1,0,0,1,0,1,0,1,1,0,0,1
108.0,5.0,52.2389864,20.9831866,1.61,56.0,9000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
80.0,3.0,52.2548729,20.9929207,2.68,54.0,8500,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
89.0,3.0,52.20881,21.00319,2.55,12.0,7000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
62.0,2.0,52.16944,21.01943,7.01,4.0,5700,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
90.8,3.0,52.1823002,21.02526784,5.69,22.0,5500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
42.0,2.0,52.1540727,21.077791,10.01,9.0,3500,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
115.0,5.0,52.17352,21.084,8.48,8.0,7400,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
140.0,5.0,52.23536,21.02049,1.22,88.0,19500,November 2023,1,0,1,0,1,0,1,0,1,0,0,1
65.0,2.0,52.2374,21.00144,0.65,60.0,4350,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
93.0,3.0,52.1819,21.02638,5.75,20.0,5499,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
42.0,2.0,52.19739,20.9798,4.15,19.0,3500,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
60.0,3.0,52.22874,20.89046,7.71,15.0,4500,November 2023,0,1,0,1,0,1,0,1,0,1,1,0
69.0,3.0,52.17057,21.03408,7.11,8.0,4500,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
35.0,2.0,52.194157,21.0346955,4.68,4.0,3590,November 2023,0,1,1,0,1,0,1,0,0,1,1,0
65.0,3.0,52.194157,21.0346955,4.68,4.0,6100,November 2023,0,1,1,0,1,0,1,0,0,1,1,0
100.19,3.0,52.2096213,21.0685429,5.06,16.0,7000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
105.1,4.0,52.19978,21.01172,3.59,27.0,6700,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
43.32,2.0,52.23512945,20.9691276,2.38,37.0,2500,November 2023,1,0,0,1,0,1,0,1,1,0,0,1
115.0,4.0,52.24027,21.00008,0.98,56.0,9000,November 2023,1,0,0,1,0,1,0,1,0,1,1,0
68.0,4.0,52.18095,21.0989,8.61,0.0,3500,November 2023,1,0,0,1,0,1,0,1,1,0,0,1
44.0,2.0,52.1978942,20.891058,8.54,11.0,3200,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
58.0,2.0,52.2049152405887,21.018201420525,3.14,45.0,3000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
118.0,4.0,52.2059611,20.9993486,2.88,25.0,12000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
80.0,3.0,52.2453187,21.0645976,4.42,13.0,10300,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
72.0,3.0,52.20551,21.03293,3.53,23.0,4400,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
80.0,3.0,52.2452,21.06866,4.68,20.0,9300,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
68.0,3.0,52.2059,21.0682,5.26,10.0,7000,November 2023,0,1,0,1,0,1,0,1,0,1,0,1
105.0,4.0,52.1780339,21.0213016,6.09,14.0,10000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
105.0,4.0,52.1825,20.9937,5.51,18.0,18000,November 2023,0,1,0,1,0,1,0,1,0,1,1,0
140.0,4.0,52.18727,21.03103,5.28,8.0,12000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
74.0,3.0,52.2286095,21.0106297,0.59,105.0,7300,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
80.0,4.0,52.1909129,20.969099,5.11,6.0,5000,November 2023,0,1,0,1,0,1,0,1,0,1,1,0
121.0,5.0,52.19111,20.98826,4.63,16.0,13600,November 2023,1,0,0,1,0,1,0,1,0,1,1,0
74.33,3.0,52.1917836,21.0553904,5.67,7.0,6500,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
56.36,3.0,52.23603,21.01801,1.09,98.0,7500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
94.0,3.0,52.22377,21.03524,2.33,25.0,8000,November 2023,0,1,0,1,0,1,0,1,1,0,0,1
66.25,3.0,52.14555809,21.02628708,9.7,9.0,5500,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
44.0,2.0,52.2409067,20.9113297,6.36,15.0,3800,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
36.4,2.0,52.24258,21.00406,1.21,39.0,3090,November 2023,1,0,1,0,1,0,1,0,1,0,0,1
38.0,2.0,52.23196,20.93644,4.57,14.0,2600,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
64.0,3.0,52.2226535,21.0939855,6.24,18.0,5200,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
53.0,3.0,52.2274,20.95522,3.33,13.0,6650,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
57.0,2.0,52.2521,21.00273,2.27,41.0,6000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
85.0,3.0,52.2308483,21.03228712,1.96,20.0,14000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
73.0,3.0,52.20566,21.04566,4.08,17.0,4800,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
48.0,2.0,52.1688,21.0399,7.42,7.0,3700,November 2023,0,1,0,1,0,1,0,1,0,1,1,0
93.4,3.0,52.22932,21.02377,1.4,48.0,15000,November 2023,1,0,0,1,0,1,0,1,0,1,1,0
85.0,3.0,52.2241368,21.01726968,1.26,109.0,9700,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
92.0,3.0,52.19872,21.01065,3.7,22.0,7000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
69.0,3.0,52.15802,21.06636,9.24,10.0,6500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
53.0,3.0,52.2461967,20.9641359,3.13,15.0,5700,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
54.0,2.0,52.19763,21.04008,4.53,6.0,4500,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
66.0,3.0,52.22603,21.01141,0.83,115.0,5000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
76.0,3.0,52.2364732,21.023125,1.43,90.0,7000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
76.0,3.0,52.2364732,21.023125,1.43,90.0,7000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
140.0,6.0,52.23522,20.98716,1.18,79.0,16000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
39.0,2.0,52.29045,20.93531,8.01,23.0,3219,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
67.0,2.0,52.232444,20.9884934,1.03,73.0,4500,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
35.0,1.0,52.175264,21.05129095,7.07,9.0,2990,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
49.4,3.0,52.29298225,20.94092015,8.04,18.0,2700,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
67.0,3.0,52.2364882,21.1118217,7.39,14.0,4300,November 2023,0,1,0,1,0,1,0,1,1,0,0,1
90.0,3.0,52.226338,21.0128579,0.87,131.0,7700,November 2023,1,0,0,1,0,1,0,1,1,0,0,1
109.0,4.0,52.2296756,21.0122287,0.63,113.0,16000,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
90.0,3.0,52.2263183,21.01286078,0.87,131.0,7200,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
80.0,3.0,52.1946415,21.015358,4.2,30.0,11500,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
100.0,4.0,52.22459,20.899,7.17,9.0,7500,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
48.0,2.0,52.24151,20.89964,7.16,17.0,3640,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
150.0,6.0,52.273196,20.9740582,5.03,26.0,12000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
60.0,2.0,52.2570765,20.9941809,2.89,31.0,4400,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
49.89,2.0,52.1995,21.01361,3.65,27.0,4500,November 2023,1,0,0,1,0,1,0,1,1,0,0,1
74.33,3.0,52.1867641,21.0637574,6.47,18.0,4800,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
69.0,3.0,52.15304,21.027,8.89,19.0,4000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
58.0,2.0,52.2055626,21.0329114,3.53,23.0,5000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
120.0,5.0,52.2394116,20.9888802,1.32,67.0,7000,November 2023,1,0,0,1,0,1,0,1,1,0,0,1
75.2,3.0,52.2288869,21.0051324,0.33,69.0,7000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
74.0,3.0,52.15842,21.0781,9.6,21.0,7000,November 2023,1,0,0,1,0,1,0,1,0,1,1,0
80.0,3.0,52.24506,21.06735,4.59,19.0,11500,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
111.51,5.0,52.17799,20.99635,5.99,25.0,7917,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
49.26,2.0,52.24532,20.94566,4.22,30.0,3200,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
92.0,3.0,52.19915,21.01218,3.67,28.0,7300,November 2023,1,0,0,1,0,1,0,1,1,0,0,1
83.69,3.0,52.2385,21.0212,1.42,71.0,8000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
68.0,3.0,52.2227,21.0199,1.5,80.0,5950,November 2023,0,1,1,0,1,0,1,0,0,1,0,1
56.9,2.0,52.29374,21.04757,7.52,32.0,3900,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
42.85,2.0,52.2208,20.8892,7.88,0.0,3450,November 2023,0,1,0,1,0,1,0,1,0,1,1,0
52.45,2.0,52.2043435,20.9965113,3.08,19.0,3772,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
120.0,4.0,52.2340161,21.0303644,1.84,31.0,14000,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
100.0,3.0,52.1656382,21.07752892,8.91,26.0,5200,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
76.0,3.0,52.2448079,20.9599192,3.31,20.0,5300,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
38.0,2.0,52.2332283,21.03357219,2.05,26.0,2600,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
127.0,5.0,52.222906,20.9821169,1.76,30.0,9000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
56.0,2.0,52.23161,21.08525,5.56,20.0,3700,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
36.0,2.0,52.2861984,21.0785932,7.92,16.0,2999,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
95.0,4.0,52.22828,21.10563,6.96,12.0,6300,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
43.0,2.0,52.23015,20.9696,2.32,30.0,4200,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
65.0,4.0,52.18405795,21.00778198,5.31,18.0,5360,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
56.0,2.0,52.1974,21.0135,3.88,25.0,3800,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
108.0,4.0,52.15849,21.07563,9.51,22.0,10500,November 2023,1,0,0,1,0,1,0,1,0,1,1,0
118.0,4.0,52.2402555,21.0000517,0.98,56.0,9000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
100.0,3.0,52.1609301,21.0693875,9.06,26.0,7500,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
43.0,2.0,52.24735305,21.01008331,1.79,95.0,3900,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
62.0,3.0,52.21529045,20.96826726,3.02,25.0,5900,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
88.3,3.0,52.2182,20.9664,2.94,15.0,6250,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
150.0,5.0,52.2092102,21.1924416,13.11,10.0,12500,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
82.0,4.0,52.2244063,20.9012222,7.02,11.0,4600,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
107.0,5.0,52.194157,21.0346955,4.68,4.0,7000,November 2023,0,1,0,1,0,1,0,1,1,0,1,0
140.0,4.0,52.1644427,21.0784683,9.06,31.0,15000,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
60.0,3.0,52.2463,21.0695,4.77,22.0,4390,November 2023,1,0,1,0,1,0,1,0,1,0,0,1
29.0,1.0,52.24453,20.96492,2.99,18.0,3100,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
55.0,2.0,52.18491,21.02593904,5.42,18.0,4900,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
96.0,3.0,52.132941,21.0570628,11.57,33.0,5900,November 2023,0,1,1,0,1,0,1,0,1,0,1,0
78.0,3.0,52.1351919,21.058224,11.36,29.0,4000,November 2023,1,0,0,1,0,1,0,1,1,0,1,0
51.0,2.0,52.19901,21.01325,3.7,26.0,3600,November 2023,1,0,1,0,1,0,1,0,1,0,1,0
